Data Processamento,TIPO DE BENEFICIARIO,ORGAO INSTITUIDOR,CARGO DO INSTITUIDOR,total_rendimento_bruto,max_rendimento_bruto,total_rendimento_iquido,max_rendimento_liquido,min_data_inicio_pensao,quantidade
2020-08-01,Companheiro (a),Comando da Aeronáutica,Marechal-do-Ar,655923.90,34486.40,482124.81,28574.51,1993-12-03,28
2020-08-01,Companheiro (a),Comando da Aeronáutica,Primeiro-Sargento,581979.81,10143.55,476636.78,8754.08,1983-03-05,102
2020-08-01,Companheiro (a),Comando da Aeronáutica,Primeiro-Tenente,2815402.53,17067.15,2164732.33,14120.73,1971-11-23,277
2020-08-01,Companheiro (a),Comando da Aeronáutica,Segundo-Sargento,868758.35,9063.00,778972.00,61892.01,1977-09-10,159
2020-08-01,Companheiro (a),Comando da Aeronáutica,Segundo-Tenente,4774749.21,15129.80,3745155.28,17199.30,1985-01-30,546
2020-08-01,Companheiro (a),Comando da Aeronáutica,Soldado de 1ª Classe,36566.69,2638.62,32010.02,2320.74,2001-05-12,14
2020-08-01,Companheiro (a),Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,67728.23,2824.00,64776.41,6616.08,1996-09-01,33
2020-08-01,Companheiro (a),Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,2350.04,1250.48,2126.80,1131.69,2009-07-01,2
2020-08-01,Companheiro (a),Comando da Aeronáutica,Suboficial,1484056.82,12029.55,1190655.84,12034.01,1979-05-20,228
2020-08-01,Companheiro (a),Comando da Aeronáutica,Taifeiro de 1ª Classe,10691.42,3441.00,9536.84,3069.38,1996-07-07,7
2020-08-01,Companheiro (a),Comando da Aeronáutica,Taifeiro de 2ª Classe,4927.90,3027.70,4317.25,2640.96,1995-11-16,3
2020-08-01,Companheiro (a),Comando da Aeronáutica,Taifeiro-Mor,18093.01,4019.31,15548.29,3351.01,1993-12-03,7
2020-08-01,Companheiro (a),Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,271244.03,31191.23,199717.34,25227.42,2000-01-19,14
2020-08-01,Companheiro (a),Comando da Aeronáutica,Tenente-Coronel,797547.48,24975.00,594216.53,19893.39,1987-11-11,59
2020-08-01,Companheiro (a),Comando da Aeronáutica,Terceiro-Sargento,836621.20,7267.50,703627.33,9023.58,1990-05-10,196
2020-08-01,Companheiro (a),Comando da Aeronáutica,Vários,16864.70,9024.80,14930.39,8023.60,1993-12-03,2
2020-08-01,Companheiro (a),Comando da Marinha,Almirante,136517.26,29035.55,98790.65,20040.09,1979-10-01,8
2020-08-01,Companheiro (a),Comando da Marinha,Almirante-de-Esquadra,269511.36,28859.06,183451.24,19807.47,2000-10-01,17
2020-08-01,Companheiro (a),Comando da Marinha,Cabo (engajado),551244.49,4387.09,486136.78,3970.32,1970-12-01,205
2020-08-01,Companheiro (a),Comando da Marinha,Capitao-de-Corveta,319400.64,21288.96,246026.20,18883.31,1979-01-01,26
2020-08-01,Companheiro (a),Comando da Marinha,Capitao-de-Fragata,395160.57,22355.10,289739.99,16100.03,1986-08-01,31
2020-08-01,Companheiro (a),Comando da Marinha,Capitao-de-Mar-e-Guerra,385548.80,24350.43,291520.37,23174.44,1992-08-01,26
2020-08-01,Companheiro (a),Comando da Marinha,Capitao-Tenente,236299.71,16808.40,181397.46,14909.06,1985-09-01,23
2020-08-01,Companheiro (a),Comando da Marinha,Contra-Almirante,576359.30,26392.00,419668.33,22449.80,1999-02-01,38
2020-08-01,Companheiro (a),Comando da Marinha,Grumete,876.89,876.89,777.81,777.81,2010-08-01,1
2020-08-01,Companheiro (a),Comando da Marinha,Guarda-Marinha,9070.60,9070.60,6804.68,6804.68,2016-06-01,1
2020-08-01,Companheiro (a),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",145565.66,3120.12,129796.56,2754.74,1954-06-01,82
2020-08-01,Companheiro (a),Comando da Marinha,Primeiro-Sargento,490483.44,10439.59,380800.80,8170.56,1999-06-01,82
2020-08-01,Companheiro (a),Comando da Marinha,Primeiro-Tenente,1909383.97,15745.00,1465526.54,13418.64,1971-12-01,193
2020-08-01,Companheiro (a),Comando da Marinha,Segundo-Sargento,1456145.13,8633.70,1195833.59,7336.78,1960-02-01,279
2020-08-01,Companheiro (a),Comando da Marinha,Segundo-Tenente,5652463.77,14416.20,4517810.75,11930.08,1970-12-01,747
2020-08-01,Companheiro (a),Comando da Marinha,Suboficial,899584.02,11626.37,678903.32,10005.85,1980-08-01,139
2020-08-01,Companheiro (a),Comando da Marinha,Terceiro-Sargento,1298505.88,7027.90,1110013.70,5671.80,1961-01-01,326
2020-08-01,Companheiro (a),Comando da Marinha,Vice-Almirante,493025.08,28945.44,356600.78,23413.83,1975-11-01,25
2020-08-01,Companheiro (a),Comando do Exército,Aspirante-a-Oficial,29239.25,12142.90,23759.84,10625.05,1997-11-01,3
2020-08-01,Companheiro (a),Comando do Exército,Cabo (engajado),489904.50,4273.16,415020.37,5080.51,1994-12-01,174
2020-08-01,Companheiro (a),Comando do Exército,Cabo (nao engajado),614.46,614.46,537.66,537.66,2016-10-01,1
2020-08-01,Companheiro (a),Comando do Exército,Capitao,1954413.13,18640.10,1458383.53,14467.56,1960-08-01,191
2020-08-01,Companheiro (a),Comando do Exército,Coronel,1591728.31,23354.88,1167452.14,18837.07,1995-08-01,127
2020-08-01,Companheiro (a),Comando do Exército,General-de-Brigada,1667692.73,27681.30,1181771.76,22500.96,1996-03-01,105
2020-08-01,Companheiro (a),Comando do Exército,General-de-Divisao,761473.17,28947.36,593351.61,36575.57,1996-07-01,56
2020-08-01,Companheiro (a),Comando do Exército,General-de-Exercito,551446.18,28476.43,400741.36,18900.72,1996-09-01,40
2020-08-01,Companheiro (a),Comando do Exército,Inválido,2090.00,1045.00,4180.00,2090.00,2012-10-01,3
2020-08-01,Companheiro (a),Comando do Exército,Major,2497950.67,29168.16,1810967.96,34510.15,1984-08-01,206
2020-08-01,Companheiro (a),Comando do Exército,Marechal,842702.42,32115.00,617681.44,26971.28,1995-07-01,43
2020-08-01,Companheiro (a),Comando do Exército,Primeiro-Sargento,682116.03,10308.04,626217.52,71331.91,1992-11-25,123
2020-08-01,Companheiro (a),Comando do Exército,Primeiro-Tenente,2869090.28,20228.20,2193712.59,19557.36,1982-09-07,323
2020-08-01,Companheiro (a),Comando do Exército,Segundo-Sargento,1668638.66,9064.80,1376098.14,20861.04,1995-07-01,353
2020-08-01,Companheiro (a),Comando do Exército,Segundo-Tenente,10918700.97,19351.40,8967053.64,93197.95,1989-11-08,1536
2020-08-01,Companheiro (a),Comando do Exército,Soldado,352669.26,8463.70,335164.77,30962.48,1995-10-01,179
2020-08-01,Companheiro (a),Comando do Exército,Soldado-Recruta,1229.08,1229.08,1057.05,1057.05,2013-05-01,1
2020-08-01,Companheiro (a),Comando do Exército,Subtenente,892942.39,11437.37,695880.83,9392.31,1995-07-01,140
2020-08-01,Companheiro (a),Comando do Exército,Taifeiro de 1ª Classe,11140.60,3324.75,9509.01,2832.04,2002-01-01,4
2020-08-01,Companheiro (a),Comando do Exército,Taifeiro de 2ª Classe,7226.70,3116.10,6319.84,2751.38,2010-10-01,3
2020-08-01,Companheiro (a),Comando do Exército,Tenente-Coronel,1825539.17,23737.50,1363265.02,22273.21,1995-02-01,147
2020-08-01,Companheiro (a),Comando do Exército,Terceiro-Sargento,1938184.89,6645.40,1627450.81,26405.36,1994-12-01,495
2020-08-01,Companheiro (a),Comando do Exército,Vários,15758.90,15758.90,11674.00,11674.00,2006-11-01,1
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Aspirante-a-Oficial,22749.65,13605.90,17402.31,10043.94,1993-12-03,2
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Brigadeiro,5544735.14,28821.30,4013822.89,44361.84,1954-09-27,230
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Cabo (engajado),1127220.14,4702.33,982437.29,4117.98,1952-06-21,310
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Capitao,6066294.71,18548.75,4532902.20,23778.02,1941-04-19,392
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Coronel,6489504.58,26222.79,4812996.65,46622.65,1951-07-27,312
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Major,7145425.34,24060.96,5248904.40,21462.38,1948-07-30,368
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Major-Brigadeiro,5145130.17,30387.92,3700203.35,26375.09,1961-03-25,207
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Marechal-do-Ar,7093566.12,36085.60,5168189.51,32188.36,1964-06-16,237
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Primeiro-Sargento,4659344.05,10417.70,3820111.39,41466.90,1954-02-06,589
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Primeiro-Tenente,25910810.09,17163.50,19941004.39,180747.74,1956-11-08,1899
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Segundo-Sargento,6099482.73,9063.00,5057463.99,18099.43,1952-11-06,869
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Segundo-Tenente,38276075.12,15240.10,29559171.83,135650.79,1957-04-16,3166
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado de 1ª Classe,90687.29,3216.42,79982.74,2869.06,1945-05-24,34
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,212527.68,2947.55,186658.48,2585.02,1974-11-25,96
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,1889.19,1188.49,1677.66,1075.59,2005-10-21,2
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Suboficial,10981087.05,12338.00,8683726.38,53435.16,1956-12-12,1162
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro de 1ª Classe,81849.29,3882.75,72096.13,3370.42,1989-12-10,29
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro de 2ª Classe,51823.57,3690.70,45437.53,3292.12,1961-06-03,18
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro-Mor,43294.04,4308.28,37796.29,3737.92,1976-06-13,14
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,4566688.18,32622.73,3309780.51,27827.28,1969-10-22,161
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Tenente-Coronel,7264951.32,24412.50,5310855.03,30968.37,1952-04-17,365
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Terceiro-Sargento,4318599.86,6923.25,3660349.83,21568.09,1948-08-21,796
2020-08-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Vários,747897.44,49861.15,554714.28,40231.64,1951-03-13,25
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Almirante,5587586.28,34874.31,4045555.71,29132.54,1967-12-01,199
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Almirante-de-Esquadra,5492183.02,31460.65,4011807.95,26917.23,1983-08-01,210
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Cabo (engajado),5382971.41,4728.60,4717117.14,4161.27,1959-03-01,1527
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Corveta,3782201.30,23333.14,2807088.70,20696.51,1960-05-01,211
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Fragata,4230777.46,23833.80,3134019.28,19657.09,1966-03-01,222
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Mar-e-Guerra,5283930.69,25650.24,3901275.49,22658.93,1966-02-01,265
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-Tenente,3227365.69,18224.90,2428503.08,15071.12,1957-10-01,223
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Contra-Almirante,5242475.33,28446.60,3787661.75,25232.15,1957-08-01,233
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Grumete,5718.02,1753.80,5000.41,1555.63,1999-08-01,5
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Guarda-Marinha,46742.85,10460.45,36220.79,8308.72,1973-09-01,5
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Inválido,1306.39,1306.39,1158.78,1158.78,2015-08-01,1
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,"Marinheiro-Recruta, Soldado-Recruta",1908.06,1272.04,1707.73,1143.57,2006-05-01,2
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",1312503.99,3409.02,1165397.51,3074.95,1954-01-01,577
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Primeiro-Sargento,7393206.16,10604.08,5934259.35,22148.70,1958-02-01,887
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Primeiro-Tenente,27245372.14,28033.00,20863879.81,25127.98,1957-03-01,2073
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Segundo-Sargento,14915770.65,15931.80,12307186.42,15133.23,1948-03-01,2129
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Segundo-Tenente,62913114.88,21721.00,49317770.28,16451.16,1957-06-01,5872
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Suboficial,11456877.70,12338.00,8972873.86,10818.41,1956-01-01,1174
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Terceiro-Sargento,12742423.56,7027.90,10881101.59,6593.06,1935-10-01,2359
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Vários,792321.61,40326.60,614781.43,28170.89,1961-12-01,34
2020-08-01,Cônjuge / Viúva (o),Comando da Marinha,Vice-Almirante,6350551.34,29147.16,4662884.84,24738.37,1972-04-01,266
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Aspirante-a-Oficial,259345.60,13752.52,214812.89,13611.35,1995-09-01,26
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Cabo (engajado),3078141.68,4754.87,2647878.83,4050.53,1960-09-01,910
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Capitao,23362372.56,24115.70,17330497.47,101172.57,1960-08-01,1598
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Coronel,26324315.75,30515.88,19156433.63,58913.91,1968-03-24,1338
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Brigada,25204844.88,34841.50,18084066.62,121341.28,1967-09-01,1156
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Divisao,16533509.28,37833.88,11909779.65,42401.16,1984-08-28,698
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Exercito,15412582.37,39793.52,11010912.68,51663.83,1995-02-01,608
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Inválido,21365.96,4845.34,32745.11,7425.51,1996-12-01,10
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Major,32584452.80,37710.60,23599400.54,107827.63,1984-12-19,1791
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Marechal,20216608.81,39996.50,14690854.24,45632.01,1960-08-01,748
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Primeiro-Sargento,7633142.17,14036.48,6054514.66,16328.66,1946-12-31,955
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Primeiro-Tenente,36610331.19,21200.77,27498209.48,171957.75,1960-08-01,2878
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Segundo-Sargento,16229980.26,9158.40,13235064.95,42691.49,1960-08-01,2480
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Segundo-Tenente,118745731.67,23219.00,95471386.85,122725.59,1966-03-26,12704
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Soldado,1508175.76,8463.70,1304525.24,6946.21,1967-05-01,683
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Soldado-Recruta,6123.04,1228.92,5339.29,1075.32,1996-03-01,5
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Subtenente,8845207.60,12016.21,6821432.47,15109.46,1974-06-01,955
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Taifeiro de 1ª Classe,32632.29,3510.75,27801.87,3019.25,1995-07-01,10
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Taifeiro de 2ª Classe,14874.10,3160.46,12752.39,2715.07,1995-07-01,5
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Taifeiro-Mor,27399.77,4334.71,23095.57,3727.89,2005-12-01,7
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Tenente-Coronel,27619259.73,31136.72,20119585.28,254298.67,1960-08-01,1468
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Terceiro-Sargento,15563097.53,9976.87,13169265.29,101174.58,1960-08-01,3096
2020-08-01,Cônjuge / Viúva (o),Comando do Exército,Vários,728482.55,55863.82,539207.14,30193.02,1995-02-01,31
2020-08-01,Cônjuge / Viúva (o),Vários,Capitao,32068.55,32068.55,28269.79,28269.79,1954-07-02,1
2020-08-01,Cônjuge / Viúva (o),Vários,Primeiro-Tenente,21301.93,21301.93,16431.57,16431.57,1995-12-01,1
2020-08-01,Cônjuge / Viúva (o),Vários,Segundo-Sargento,22469.40,13415.78,18417.51,10890.30,1980-06-09,2
2020-08-01,Cônjuge / Viúva (o),Vários,Segundo-Tenente,23668.40,23668.40,18015.83,18015.83,1996-04-01,1
2020-08-01,Cônjuge / Viúva (o),Vários,Terceiro-Sargento,12048.75,12048.75,10391.46,10391.46,1987-01-01,1
2020-08-01,Cônjuge / Viúva (o),Vários,Vários,551929.50,53817.88,435414.28,47502.80,1948-09-22,19
2020-08-01,Ex-combatente (o próprio),Comando da Aeronáutica,Segundo-Tenente,135494.10,10336.20,119282.30,8077.39,1988-10-05,15
2020-08-01,Ex-combatente (o próprio),Comando da Marinha,Segundo-Sargento,5533.20,5533.20,4896.82,4896.82,2011-08-01,1
2020-08-01,Ex-combatente (o próprio),Comando da Marinha,Segundo-Tenente,1221094.70,8913.10,1024380.56,8066.36,1967-07-01,137
2020-08-01,Ex-combatente (o próprio),Comando do Exército,Segundo-Tenente,4334818.79,9873.58,3697327.96,12974.60,1995-02-01,491
2020-08-01,Filha,Comando da Aeronáutica,Aspirante-a-Oficial,111468.83,11996.60,87418.47,9264.23,1944-09-29,13
2020-08-01,Filha,Comando da Aeronáutica,Brigadeiro,5014086.50,28394.30,3629577.77,23841.92,1960-07-18,358
2020-08-01,Filha,Comando da Aeronáutica,Cabo (engajado),1196844.55,4597.25,1049758.71,10685.36,1955-08-03,737
2020-08-01,Filha,Comando da Aeronáutica,Capitao,6260452.96,18914.15,4885285.42,41690.22,1945-01-31,678
2020-08-01,Filha,Comando da Aeronáutica,Coronel,5487423.90,25577.64,4073511.18,70291.06,1948-09-22,457
2020-08-01,Filha,Comando da Aeronáutica,Major,6753329.67,25044.68,5227648.80,176076.92,1938-08-18,592
2020-08-01,Filha,Comando da Aeronáutica,Major-Brigadeiro,4726927.54,30236.64,3447152.74,25468.60,1960-10-07,336
2020-08-01,Filha,Comando da Aeronáutica,Marechal-do-Ar,9466932.91,35468.50,6788526.82,31034.95,1957-05-13,488
2020-08-01,Filha,Comando da Aeronáutica,Primeiro-Sargento,5141216.66,10856.34,4268638.77,36711.92,1946-11-01,1464
2020-08-01,Filha,Comando da Aeronáutica,Primeiro-Tenente,30767308.19,17067.15,24224018.29,64527.49,1942-08-18,4390
2020-08-01,Filha,Comando da Aeronáutica,Segundo-Sargento,6776727.74,9364.50,5748339.41,24834.07,1941-10-25,2080
2020-08-01,Filha,Comando da Aeronáutica,Segundo-Tenente,28959021.13,21496.30,22898646.44,107479.69,1942-06-02,4937
2020-08-01,Filha,Comando da Aeronáutica,Soldado de 1ª Classe,57004.71,3216.42,50482.82,2910.87,1964-06-25,22
2020-08-01,Filha,Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,332200.05,2824.00,295973.99,2471.00,1948-11-06,299
2020-08-01,Filha,Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,1096.86,700.70,959.77,613.12,2005-10-21,2
2020-08-01,Filha,Comando da Aeronáutica,Suboficial,9735933.73,12029.55,8081807.79,45096.74,1942-12-17,2349
2020-08-01,Filha,Comando da Aeronáutica,Taifeiro de 1ª Classe,126262.09,3882.75,113040.90,3454.55,1952-08-26,97
2020-08-01,Filha,Comando da Aeronáutica,Taifeiro de 2ª Classe,77595.23,3690.70,67492.12,3251.69,1953-10-20,42
2020-08-01,Filha,Comando da Aeronáutica,Taifeiro-Mor,178745.27,4387.09,186928.32,35142.04,1953-07-29,120
2020-08-01,Filha,Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,3928543.46,32195.69,2999677.48,96588.78,1962-06-20,225
2020-08-01,Filha,Comando da Aeronáutica,Tenente-Coronel,5961111.49,24412.50,4404137.84,31903.46,1946-02-19,484
2020-08-01,Filha,Comando da Aeronáutica,Terceiro-Sargento,4293172.21,7267.50,3898864.72,72559.13,1943-11-23,1641
2020-08-01,Filha,Comando da Aeronáutica,Vários,577620.41,55385.35,434517.09,29299.41,1962-10-29,42
2020-08-01,Filha,Comando da Marinha,Almirante,11572074.76,33785.10,8555434.16,30575.52,1962-12-01,625
2020-08-01,Filha,Comando da Marinha,Almirante-de-Esquadra,3259298.59,29973.04,2415672.33,26211.20,1946-03-01,206
2020-08-01,Filha,Comando da Marinha,Cabo (engajado),3985739.82,5096.38,3535608.84,4287.67,1951-08-01,2438
2020-08-01,Filha,Comando da Marinha,Capitao-de-Corveta,5746222.28,24171.84,4437374.36,20571.02,1952-08-01,490
2020-08-01,Filha,Comando da Marinha,Capitao-de-Fragata,4125170.31,23625.00,3173489.28,20158.88,1951-04-01,361
2020-08-01,Filha,Comando da Marinha,Capitao-de-Mar-e-Guerra,6347433.75,25953.57,4801002.16,21733.53,1940-05-01,520
2020-08-01,Filha,Comando da Marinha,Capitao-Tenente,7898683.01,18489.10,6300667.47,16732.64,1934-06-01,879
2020-08-01,Filha,Comando da Marinha,Contra-Almirante,4899142.06,27253.50,3662179.92,24104.76,1951-11-01,349
2020-08-01,Filha,Comando da Marinha,Grumete,4598.14,1623.45,4161.39,1469.23,1965-04-01,8
2020-08-01,Filha,Comando da Marinha,Guarda-Marinha,29138.04,9070.60,23627.82,6895.65,1970-07-01,6
2020-08-01,Filha,Comando da Marinha,Inválido,38954.05,14473.77,32279.53,11008.98,1977-12-01,5
2020-08-01,Filha,Comando da Marinha,"Marinheiro-Recruta, Soldado-Recruta",1908.06,1272.04,1726.80,1151.20,2010-06-01,2
2020-08-01,Filha,Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",1343712.22,3293.46,1210925.58,2980.59,1936-09-01,1168
2020-08-01,Filha,Comando da Marinha,Primeiro-Sargento,6279981.78,10691.85,5185847.14,8931.81,1934-04-01,1544
2020-08-01,Filha,Comando da Marinha,Primeiro-Tenente,42342221.99,16654.90,34065680.63,14249.23,1938-04-01,6036
2020-08-01,Filha,Comando da Marinha,Segundo-Sargento,29082499.22,9063.00,25125240.54,7338.65,1938-11-01,9139
2020-08-01,Filha,Comando da Marinha,Segundo-Tenente,33503024.34,14865.60,27078236.01,13421.34,1936-07-01,5828
2020-08-01,Filha,Comando da Marinha,Suboficial,9646958.45,12029.55,7911283.63,10272.62,1930-09-01,2004
2020-08-01,Filha,Comando da Marinha,Terceiro-Sargento,9057882.40,6808.50,7803348.01,6167.63,1934-02-01,3566
2020-08-01,Filha,Comando da Marinha,Vários,226126.74,39779.10,175972.52,28294.30,1964-01-01,12
2020-08-01,Filha,Comando da Marinha,Vice-Almirante,4930709.10,29494.32,3678097.24,24420.26,1963-01-01,345
2020-08-01,Filha,Comando do Exército,Aspirante-a-Oficial,398345.56,12654.95,319588.53,10693.45,1995-09-01,63
2020-08-01,Filha,Comando do Exército,Cabo (engajado),2905144.76,4465.90,2435826.27,7849.09,1947-05-21,1871
2020-08-01,Filha,Comando do Exército,Capitao,34391870.66,24133.90,26009808.92,70726.45,1960-08-01,4451
2020-08-01,Filha,Comando do Exército,Coronel,31253839.22,24276.12,22863426.98,210441.46,1979-03-18,2876
2020-08-01,Filha,Comando do Exército,General-de-Brigada,30003053.57,33343.50,21625697.20,80065.20,1968-08-01,2405
2020-08-01,Filha,Comando do Exército,General-de-Divisao,17542547.60,29663.64,12424273.47,40309.12,1960-08-01,1193
2020-08-01,Filha,Comando do Exército,General-de-Exercito,17910224.00,30808.30,12504103.64,39199.17,1962-08-01,1141
2020-08-01,Filha,Comando do Exército,Inválido,804512.23,26127.87,762619.74,23275.00,1969-09-23,222
2020-08-01,Filha,Comando do Exército,Major,47084503.92,29168.16,34799498.95,145976.44,1960-08-01,4924
2020-08-01,Filha,Comando do Exército,Marechal,49257078.65,40738.95,34885240.99,168482.91,1960-08-01,2826
2020-08-01,Filha,Comando do Exército,Primeiro-Sargento,10738810.23,10308.04,8573716.90,15609.77,1960-05-04,2708
2020-08-01,Filha,Comando do Exército,Primeiro-Tenente,74068679.76,17725.31,57029623.85,92557.35,1956-07-16,11607
2020-08-01,Filha,Comando do Exército,Segundo-Sargento,29237924.39,8967.60,24655175.98,80599.51,1948-10-09,10660
2020-08-01,Filha,Comando do Exército,Segundo-Tenente,79531786.89,15429.40,66044367.23,562461.28,1943-12-29,16304
2020-08-01,Filha,Comando do Exército,Soldado,1837755.13,5390.10,1594328.11,21651.51,1960-09-01,1629
2020-08-01,Filha,Comando do Exército,Soldado-Recruta,12874.85,1347.50,11032.49,1138.65,1998-01-01,17
2020-08-01,Filha,Comando do Exército,Subtenente,11341088.92,11659.41,8951028.00,21799.80,1960-08-01,2665
2020-08-01,Filha,Comando do Exército,Taifeiro de 1ª Classe,8873.87,3738.57,7404.67,3159.11,2000-07-01,5
2020-08-01,Filha,Comando do Exército,Taifeiro de 2ª Classe,11673.36,3403.40,9766.75,2799.30,1995-11-01,7
2020-08-01,Filha,Comando do Exército,Taifeiro-Mor,10829.61,4255.74,8966.57,3411.50,2003-10-01,10
2020-08-01,Filha,Comando do Exército,Tenente-Coronel,33066713.49,22977.00,24115921.77,55283.58,1960-08-01,3235
2020-08-01,Filha,Comando do Exército,Terceiro-Sargento,13387120.20,6923.25,11691057.17,269728.59,1960-05-04,5875
2020-08-01,Filha,Comando do Exército,Vários,587507.29,57634.16,388844.16,29637.07,1979-03-01,20
2020-08-01,Filha,Vários,Capitao,26222.14,13111.07,21892.06,10946.03,1961-11-28,2
2020-08-01,Filha,Vários,Primeiro-Sargento,12155.02,12155.02,10222.57,10222.57,1970-07-07,1
2020-08-01,Filha,Vários,Primeiro-Tenente,22388.04,22388.04,16245.85,16245.85,2001-02-01,1
2020-08-01,Filha,Vários,Segundo-Sargento,37730.70,9619.50,32429.53,8163.59,1968-01-01,8
2020-08-01,Filha,Vários,Vários,710056.21,52572.75,540475.99,35307.37,1943-01-28,43
2020-08-01,Filho,Comando da Aeronáutica,Brigadeiro,71602.49,26182.50,55556.30,22952.24,1993-04-06,5
2020-08-01,Filho,Comando da Aeronáutica,Cabo (engajado),31658.49,3966.77,27527.01,3433.29,1981-05-09,15
2020-08-01,Filho,Comando da Aeronáutica,Capitao,121350.11,18306.40,105700.04,16329.32,1999-04-08,9
2020-08-01,Filho,Comando da Aeronáutica,Coronel,97905.76,20497.29,80620.00,18283.59,2001-08-01,11
2020-08-01,Filho,Comando da Aeronáutica,Major,173064.10,22065.12,144161.74,19682.10,1993-12-03,12
2020-08-01,Filho,Comando da Aeronáutica,Major-Brigadeiro,105544.66,29697.60,76207.67,20598.41,2002-12-09,7
