Data Processamento,TIPO DE BENEFICIARIO,ORGAO INSTITUIDOR,CARGO DO INSTITUIDOR,total_rendimento_bruto,max_rendimento_bruto,total_rendimento_iquido,max_rendimento_liquido,min_data_inicio_pensao,quantidade
2020-01-01,Companheiro (a),Comando da Aeronáutica,Aspirante-a-Oficial,9948.40,9948.40,7988.20,7988.20,2008-04-26,1
2020-01-01,Companheiro (a),Comando da Aeronáutica,Brigadeiro,684743.74,26603.70,541821.02,20429.91,1991-11-25,43
2020-01-01,Companheiro (a),Comando da Aeronáutica,Cabo (engajado),190309.66,4360.82,182531.25,4027.09,1967-10-16,67
2020-01-01,Companheiro (a),Comando da Aeronáutica,Capitao,551189.94,32703.30,449850.06,24271.03,1994-10-15,46
2020-01-01,Companheiro (a),Comando da Aeronáutica,Coronel,657840.86,24276.12,525516.30,21083.11,1992-12-20,44
2020-01-01,Companheiro (a),Comando da Aeronáutica,Major,723582.14,22176.00,596798.93,21121.65,1993-12-03,51
2020-01-01,Companheiro (a),Comando da Aeronáutica,Major-Brigadeiro,673898.24,28406.40,542011.44,26346.86,1997-09-14,42
2020-01-01,Companheiro (a),Comando da Aeronáutica,Marechal-do-Ar,625100.00,32802.80,503358.02,29405.90,1993-12-03,28
2020-01-01,Companheiro (a),Comando da Aeronáutica,Primeiro-Sargento,577633.84,9759.74,521992.74,9584.22,1983-03-05,105
2020-01-01,Companheiro (a),Comando da Aeronáutica,Primeiro-Tenente,2782333.33,16490.00,2353202.40,14727.83,1971-11-23,285
2020-01-01,Companheiro (a),Comando da Aeronáutica,Segundo-Sargento,861027.54,8919.90,779095.11,7775.82,1977-09-10,160
2020-01-01,Companheiro (a),Comando da Aeronáutica,Segundo-Tenente,4720429.03,80330.25,4149102.94,133201.56,1985-01-30,541
2020-01-01,Companheiro (a),Comando da Aeronáutica,Soldado de 1ª Classe,35724.85,2580.84,34578.22,2500.14,2001-05-12,14
2020-01-01,Companheiro (a),Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,65666.84,2824.00,64406.57,2787.29,1994-12-30,32
2020-01-01,Companheiro (a),Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,2350.04,1250.48,2319.50,1234.23,2009-07-01,2
2020-01-01,Companheiro (a),Comando da Aeronáutica,Suboficial,1429386.04,124120.28,1352337.09,204764.34,1979-05-20,206
2020-01-01,Companheiro (a),Comando da Aeronáutica,Taifeiro de 1ª Classe,10475.21,3371.25,10339.07,3327.43,1996-07-07,7
2020-01-01,Companheiro (a),Comando da Aeronáutica,Taifeiro de 2ª Classe,4824.58,2961.40,4678.25,2839.28,1995-11-16,3
2020-01-01,Companheiro (a),Comando da Aeronáutica,Taifeiro-Mor,15884.73,3931.00,15237.14,3640.83,1993-12-03,7
2020-01-01,Companheiro (a),Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,251352.61,29574.71,202530.80,27999.08,2000-01-19,13
2020-01-01,Companheiro (a),Comando da Aeronáutica,Tenente-Coronel,709671.86,23625.00,585519.01,18432.23,1987-11-11,57
2020-01-01,Companheiro (a),Comando da Aeronáutica,Terceiro-Sargento,839619.94,21037.46,793866.61,32911.87,1990-05-10,196
2020-01-01,Companheiro (a),Comando da Aeronáutica,Vários,17271.27,9569.78,16823.31,9271.18,1993-12-03,2
2020-01-01,Companheiro (a),Comando da Marinha,Almirante,103673.25,27351.95,81669.06,20699.53,1979-10-01,6
2020-01-01,Companheiro (a),Comando da Marinha,Almirante-de-Esquadra,235434.22,36917.98,187186.10,30853.02,2000-10-01,14
2020-01-01,Companheiro (a),Comando da Marinha,Cabo (engajado),542293.31,8483.02,526238.31,7776.20,1970-12-01,206
2020-01-01,Companheiro (a),Comando da Marinha,Capitao-de-Corveta,286683.67,20956.32,242690.65,20579.11,1979-01-01,24
2020-01-01,Companheiro (a),Comando da Marinha,Capitao-de-Fragata,379148.10,21567.60,304908.45,16889.83,1986-08-01,31
2020-01-01,Companheiro (a),Comando da Marinha,Capitao-de-Mar-e-Guerra,285680.91,22976.31,230828.08,18050.78,1992-08-01,21
2020-01-01,Companheiro (a),Comando da Marinha,Capitao-Tenente,207258.11,16168.95,174436.07,15877.91,1985-09-01,21
2020-01-01,Companheiro (a),Comando da Marinha,Contra-Almirante,507429.19,24893.20,420247.74,23382.41,1999-02-01,35
2020-01-01,Companheiro (a),Comando da Marinha,Grumete,876.89,876.89,861.11,861.11,2010-08-01,1
2020-01-01,Companheiro (a),Comando da Marinha,Guarda-Marinha,8924.30,8924.30,7288.48,7288.48,2016-06-01,1
2020-01-01,Companheiro (a),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",154186.38,9199.84,151195.59,8222.06,1954-06-01,84
2020-01-01,Companheiro (a),Comando da Marinha,Primeiro-Sargento,451896.79,10055.78,403872.06,8741.49,1999-06-01,79
2020-01-01,Companheiro (a),Comando da Marinha,Primeiro-Tenente,1832022.02,46922.10,1530771.96,31848.32,1971-12-01,189
2020-01-01,Companheiro (a),Comando da Marinha,Segundo-Sargento,1404273.28,30868.06,1280523.85,25800.06,1960-02-01,268
2020-01-01,Companheiro (a),Comando da Marinha,Segundo-Tenente,5643937.78,89012.79,4915730.51,71474.84,1970-06-01,744
2020-01-01,Companheiro (a),Comando da Marinha,Suboficial,807233.89,11194.54,716295.45,10624.35,1980-08-01,132
2020-01-01,Companheiro (a),Comando da Marinha,Terceiro-Sargento,1379057.77,84952.55,1281412.87,69180.06,1961-01-01,324
2020-01-01,Companheiro (a),Comando da Marinha,Vice-Almirante,433875.84,27396.00,346181.83,24399.96,1975-11-01,24
2020-01-01,Companheiro (a),Comando do Exército,Aspirante-a-Oficial,16694.03,8705.01,14029.35,7018.11,1997-11-01,2
2020-01-01,Companheiro (a),Comando do Exército,Cabo (engajado),485704.14,4676.02,458652.50,4259.48,1994-12-01,173
2020-01-01,Companheiro (a),Comando do Exército,Cabo (nao engajado),614.46,614.46,596.03,596.03,2016-10-01,1
2020-01-01,Companheiro (a),Comando do Exército,Capitao,1820372.85,18000.65,1507012.56,15418.06,1960-08-01,188
2020-01-01,Companheiro (a),Comando do Exército,Coronel,1477007.73,22126.44,1206791.31,20104.69,1995-08-01,125
2020-01-01,Companheiro (a),Comando do Exército,General-de-Brigada,1513834.08,25963.90,1204315.93,23490.09,1996-03-01,102
2020-01-01,Companheiro (a),Comando do Exército,General-de-Divisao,699252.64,27397.92,567801.58,24924.04,1996-07-01,53
2020-01-01,Companheiro (a),Comando do Exército,General-de-Exercito,514201.44,26859.91,417306.30,19758.60,1996-09-01,40
2020-01-01,Companheiro (a),Comando do Exército,Inválido,36442.15,12142.90,35019.73,11778.62,1996-04-01,7
2020-01-01,Companheiro (a),Comando do Exército,Major,2327534.65,37132.60,1899785.08,27540.24,1984-08-01,200
2020-01-01,Companheiro (a),Comando do Exército,Marechal,868522.31,30431.40,710981.79,28621.20,1995-07-01,45
2020-01-01,Companheiro (a),Comando do Exército,Primeiro-Sargento,632470.49,15572.61,570057.24,21943.97,1995-07-01,117
2020-01-01,Companheiro (a),Comando do Exército,Primeiro-Tenente,2679942.10,19651.05,2267703.04,15212.56,1995-02-01,316
2020-01-01,Companheiro (a),Comando do Exército,Segundo-Sargento,1577983.88,8730.90,1427317.18,8468.98,1995-07-01,339
2020-01-01,Companheiro (a),Comando do Exército,Segundo-Tenente,10976155.49,148377.77,9932266.60,270851.54,1995-02-01,1535
2020-01-01,Companheiro (a),Comando do Exército,Soldado,347488.34,8463.70,333864.20,7005.55,1995-10-01,175
2020-01-01,Companheiro (a),Comando do Exército,Soldado-Recruta,1229.08,1229.08,1192.22,1192.22,2013-05-01,1
2020-01-01,Companheiro (a),Comando do Exército,Subtenente,983628.78,148891.31,980402.55,257055.33,1995-07-01,140
2020-01-01,Companheiro (a),Comando do Exército,Taifeiro de 1ª Classe,9292.24,3324.75,8821.92,3157.35,2002-01-01,3
2020-01-01,Companheiro (a),Comando do Exército,Taifeiro de 2ª Classe,4110.60,2607.80,3940.38,2482.66,2010-10-01,2
2020-01-01,Companheiro (a),Comando do Exército,Tenente-Coronel,1701008.80,22302.00,1402975.07,20079.00,1995-02-01,146
2020-01-01,Companheiro (a),Comando do Exército,Terceiro-Sargento,1874771.70,6530.65,1713359.52,5866.52,1994-12-01,482
2020-01-01,Companheiro (a),Comando do Exército,Vários,15154.91,15154.91,12396.43,12396.43,2006-11-01,1
2020-01-01,Companheiro (a),Vários,Vários,31667.11,20250.44,27926.20,17192.29,1996-04-01,2
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Aspirante-a-Oficial,22749.65,13605.90,19117.15,11129.01,1993-12-03,2
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Brigadeiro,5444544.54,27322.50,4346723.50,26844.04,1954-09-27,237
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Cabo (engajado),1166991.90,48152.91,1165090.10,80194.16,1952-06-21,316
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Capitao,5973623.86,41378.80,4911157.27,31002.60,1941-04-19,396
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Coronel,6020772.83,24693.96,4915543.33,23960.54,1951-07-27,301
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Major,7100082.95,76408.38,5778537.00,56068.89,1948-07-30,370
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Major-Brigadeiro,4846208.45,110287.08,3949014.59,165380.85,1960-12-17,200
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Marechal-do-Ar,6924394.15,50992.40,5611127.55,37768.64,1964-06-16,243
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Primeiro-Sargento,4604849.87,17655.26,4096246.42,22937.46,1947-07-18,596
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Primeiro-Tenente,26048105.71,122375.72,21932045.12,227929.46,1956-11-08,1964
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Segundo-Sargento,6094902.42,23897.70,5532019.41,34575.52,1952-11-06,881
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Segundo-Tenente,38004848.21,111135.20,32776498.97,179078.35,1957-04-16,3184
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado de 1ª Classe,91679.03,3158.64,89528.59,3117.58,1945-05-24,35
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,206780.44,7167.36,207576.51,11206.49,1974-11-25,92
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,1752.49,1188.49,1729.46,1173.04,2005-10-21,2
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Suboficial,9750555.74,26835.15,8401087.43,38130.65,1956-12-12,1054
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro de 1ª Classe,89464.94,5254.50,87922.97,5240.20,1973-03-04,32
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro de 2ª Classe,50313.45,3614.97,49374.86,3567.86,1961-06-03,18
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro-Mor,41499.06,4124.39,40786.29,4069.41,1976-06-13,14
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,4232310.87,56039.62,3383019.36,41493.51,1969-10-22,157
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Tenente-Coronel,7296820.61,105378.14,5957570.70,176578.23,1952-04-17,375
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Terceiro-Sargento,4256301.45,18589.50,3948736.30,27204.95,1948-08-21,794
2020-01-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Vários,733113.31,47903.50,600458.82,42836.27,1951-03-13,25
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Almirante,5322933.03,59436.23,4303571.54,46117.07,1967-12-01,199
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Almirante-de-Esquadra,5322124.19,122754.78,4303150.34,104355.58,1977-03-01,205
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Cabo (engajado),5309229.13,26016.14,5146814.75,21633.74,1959-03-01,1518
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Corveta,3689831.65,66542.04,3005325.96,54233.72,1960-05-01,210
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Fragata,3798325.51,22483.80,3114579.08,20998.58,1966-03-01,209
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Mar-e-Guerra,5028903.35,45144.53,4110480.07,43821.18,1966-02-01,264
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-Tenente,3097243.71,30601.60,2558392.74,27133.09,1957-10-01,221
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Contra-Almirante,4759784.39,109997.47,3801065.82,89028.52,1957-08-01,220
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Grumete,6572.95,1753.80,6489.16,1722.24,1999-08-01,5
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Guarda-Marinha,37453.20,10241.40,31355.52,8870.11,1973-09-01,4
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Inválido,1250.48,1250.48,1227.98,1227.98,2015-08-01,1
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,"Marinheiro-Recruta, Soldado-Recruta",1843.38,1228.92,1824.95,1221.55,2006-05-01,2
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",1304579.20,5314.50,1283015.78,4905.59,1954-01-01,576
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Primeiro-Sargento,6985646.26,32734.23,6145249.11,26732.37,1958-02-01,863
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Primeiro-Tenente,27057936.85,91533.99,22798756.60,77059.31,1956-04-01,2100
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Segundo-Sargento,14595016.04,42414.73,13166230.46,36772.03,1948-03-01,2106
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Segundo-Tenente,63663561.45,291666.12,54612473.73,234365.19,1948-12-01,5975
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Suboficial,10651479.18,35804.00,9193254.23,29777.37,1956-01-01,1135
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Terceiro-Sargento,12619638.81,25150.36,11770649.29,21110.22,1935-10-01,2347
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Vários,851972.96,39931.35,732922.22,31872.64,1961-12-01,37
2020-01-01,Cônjuge / Viúva (o),Comando da Marinha,Vice-Almirante,5865110.18,100097.31,4746096.62,79428.95,1972-04-01,252
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Aspirante-a-Oficial,277850.66,13533.07,247326.46,13127.09,1995-09-01,28
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Cabo (engajado),3098735.83,9984.63,2970333.37,15765.57,1960-09-01,913
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Capitao,22444891.49,23476.25,18400310.38,17902.64,1960-08-01,1592
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Coronel,25277671.70,41223.60,20459291.28,30383.46,1982-01-01,1340
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Brigada,24325551.72,160261.28,19717117.51,287584.06,1967-09-01,1163
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Divisao,15748150.10,36284.44,12654133.36,33725.39,1994-12-01,701
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Exercito,14274430.23,58480.62,11417169.74,88808.82,1995-02-01,592
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Inválido,688384.95,12697.30,654092.02,12697.30,1977-03-01,91
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Major,31314426.42,38873.68,25217258.17,28730.93,1994-12-01,1783
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Marechal,19531475.84,67185.03,15851691.51,89720.79,1960-08-01,759
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Primeiro-Sargento,7354590.49,14036.48,6447168.88,11395.30,1960-08-01,950
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Primeiro-Tenente,35838478.92,39884.18,29871218.98,66027.78,1960-08-01,2928
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Segundo-Sargento,16017768.40,42670.66,14407387.27,40982.71,1960-08-01,2532
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Segundo-Tenente,120825418.77,352631.91,107429798.59,648778.22,1960-08-01,12956
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Soldado,1512433.51,8463.70,1461328.75,7005.55,1967-05-01,691
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Soldado-Recruta,7740.04,1617.00,7507.87,1568.49,1996-03-01,6
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Subtenente,8416653.04,18630.38,7213368.97,14494.78,1974-06-01,948
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Taifeiro de 1ª Classe,32225.42,3510.75,30452.94,3405.43,1995-07-01,10
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Taifeiro de 2ª Classe,14741.50,3094.16,14024.59,2933.28,1995-07-01,5
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Tenente-Coronel,26727771.58,38173.00,21536440.05,40299.43,1960-08-01,1476
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Terceiro-Sargento,15553040.10,157327.89,14541024.35,300604.89,1960-08-01,3072
2020-01-01,Cônjuge / Viúva (o),Comando do Exército,Vários,753894.28,53276.38,618208.91,32158.42,1995-02-01,34
2020-01-01,Cônjuge / Viúva (o),Vários,Capitao,31155.05,31155.05,30672.73,30672.73,1954-07-02,1
2020-01-01,Cônjuge / Viúva (o),Vários,Primeiro-Tenente,20484.31,20484.31,17319.00,17319.00,1995-12-01,1
2020-01-01,Cônjuge / Viúva (o),Vários,Segundo-Sargento,21937.64,13272.68,19785.27,11884.09,1980-06-09,2
2020-01-01,Cônjuge / Viúva (o),Vários,Segundo-Tenente,23144.10,23144.10,19431.27,19431.27,1996-04-01,1
2020-01-01,Cônjuge / Viúva (o),Vários,Terceiro-Sargento,11934.00,11934.00,11231.22,11231.22,1987-01-01,1
2020-01-01,Cônjuge / Viúva (o),Vários,Vários,531340.72,51759.58,456201.37,50612.56,1948-09-22,19
2020-01-01,Ex-combatente (o próprio),Comando da Aeronáutica,Segundo-Tenente,162258.52,10111.50,157104.37,9013.12,1988-10-05,18
2020-01-01,Ex-combatente (o próprio),Comando da Marinha,Segundo-Sargento,6105.60,6105.60,5796.37,5796.37,2011-08-01,1
2020-01-01,Ex-combatente (o próprio),Comando da Marinha,Segundo-Tenente,1435084.00,9287.60,1315792.17,9287.60,1967-07-01,160
2020-01-01,Ex-combatente (o próprio),Comando do Exército,Inválido,730874.20,8913.10,689022.34,8913.10,1996-02-01,82
2020-01-01,Ex-combatente (o próprio),Comando do Exército,Segundo-Tenente,4072625.09,9873.58,3773998.09,9873.58,1995-02-01,457
2020-01-01,Filha,Comando da Aeronáutica,Aspirante-a-Oficial,103417.01,11704.00,89154.96,9878.36,1944-09-29,13
2020-01-01,Filha,Comando da Aeronáutica,Brigadeiro,4903298.56,47296.20,4018480.07,41662.34,1960-07-18,371
2020-01-01,Filha,Comando da Aeronáutica,Cabo (engajado),1203125.42,64050.17,1247654.69,125858.15,1955-01-25,712
2020-01-01,Filha,Comando da Aeronáutica,Capitao,6284235.96,87262.75,5560611.01,134468.65,1945-01-31,677
2020-01-01,Filha,Comando da Aeronáutica,Coronel,5017292.92,24203.52,4153813.72,27419.04,1948-09-22,437
2020-01-01,Filha,Comando da Aeronáutica,Major,6481291.73,46816.10,5422959.49,46816.10,1938-08-18,575
2020-01-01,Filha,Comando da Aeronáutica,Major-Brigadeiro,4398270.46,51563.60,3601977.32,45342.97,1960-10-07,324
2020-01-01,Filha,Comando da Aeronáutica,Marechal-do-Ar,8767752.06,33784.90,7088795.04,33784.90,1957-05-13,474
2020-01-01,Filha,Comando da Aeronáutica,Primeiro-Sargento,4985517.11,19190.50,4663258.88,24377.73,1946-11-01,1456
2020-01-01,Filha,Comando da Aeronáutica,Primeiro-Tenente,31124489.94,787744.05,28486723.72,1398721.89,1942-08-18,4403
2020-01-01,Filha,Comando da Aeronáutica,Segundo-Sargento,6640128.17,33692.10,6268628.82,56396.54,1941-10-25,2062
2020-01-01,Filha,Comando da Aeronáutica,Segundo-Tenente,28103965.37,56924.00,25010985.05,84698.14,1942-06-02,4895
2020-01-01,Filha,Comando da Aeronáutica,Soldado de 1ª Classe,51160.52,3158.64,50378.56,3158.64,1964-06-25,20
2020-01-01,Filha,Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,337487.45,3175.24,337799.13,5069.09,1948-11-06,302
2020-01-01,Filha,Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,979.28,583.12,979.28,583.12,2005-10-21,2
2020-01-01,Filha,Comando da Aeronáutica,Suboficial,8906910.46,58111.92,8271839.27,96224.13,1942-12-17,2139
2020-01-01,Filha,Comando da Aeronáutica,Taifeiro de 1ª Classe,143851.04,22574.88,140004.81,19311.20,1952-08-26,97
2020-01-01,Filha,Comando da Aeronáutica,Taifeiro de 2ª Classe,71975.54,3624.40,70921.50,3624.40,1953-10-20,42
2020-01-01,Filha,Comando da Aeronáutica,Taifeiro-Mor,193522.13,6136.63,207405.00,10687.98,1953-07-29,122
2020-01-01,Filha,Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,3742368.95,32223.23,3023382.92,43792.67,1962-06-20,224
2020-01-01,Filha,Comando da Aeronáutica,Tenente-Coronel,5810316.92,57259.37,5014379.72,98429.01,1943-07-30,469
2020-01-01,Filha,Comando da Aeronáutica,Terceiro-Sargento,4267644.65,40277.25,4152418.54,67249.37,1943-11-23,1622
2020-01-01,Filha,Comando da Aeronáutica,Vários,547224.65,52894.53,460143.20,31377.85,1962-10-29,42
2020-01-01,Filha,Comando da Marinha,Almirante,11035539.99,105357.76,9019403.55,85117.67,1952-07-01,616
2020-01-01,Filha,Comando da Marinha,Almirante-de-Esquadra,3032433.19,75825.09,2486317.35,69668.80,1946-03-01,201
2020-01-01,Filha,Comando da Marinha,Cabo (engajado),3967482.07,45624.12,3867624.53,37958.27,1951-08-01,2378
2020-01-01,Filha,Comando da Marinha,Capitao-de-Corveta,5663472.35,95442.29,4795291.72,80307.66,1952-08-01,491
2020-01-01,Filha,Comando da Marinha,Capitao-de-Fragata,3911803.09,22950.00,3289627.52,21487.50,1951-04-01,358
2020-01-01,Filha,Comando da Marinha,Capitao-de-Mar-e-Guerra,5905957.82,24579.45,4912753.98,22640.82,1940-05-01,512
2020-01-01,Filha,Comando da Marinha,Capitao-Tenente,7790350.86,44240.81,6784002.38,41415.00,1934-06-01,890
2020-01-01,Filha,Comando da Marinha,Contra-Almirante,4662558.84,77060.32,3835550.94,62225.31,1951-11-01,342
2020-01-01,Filha,Comando da Marinha,Grumete,4590.24,1623.45,4590.24,1623.45,1965-04-01,8
2020-01-01,Filha,Comando da Marinha,Guarda-Marinha,33075.95,9070.60,29715.96,7445.55,1970-07-01,7
2020-01-01,Filha,Comando da Marinha,Inválido,44449.31,14473.77,37655.91,11886.44,1977-12-01,5
2020-01-01,Filha,Comando da Marinha,"Marinheiro-Recruta, Soldado-Recruta",1832.60,1218.14,1832.60,1218.14,2010-06-01,2
2020-01-01,Filha,Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",1381510.50,18120.36,1367855.26,16004.38,1936-09-01,1144
2020-01-01,Filha,Comando da Marinha,Primeiro-Sargento,6069018.12,62210.29,5548904.33,50439.33,1929-01-01,1513
2020-01-01,Filha,Comando da Marinha,Primeiro-Tenente,41755323.67,500382.13,36769044.83,402531.24,1938-04-01,6020
2020-01-01,Filha,Comando da Marinha,Segundo-Sargento,29849917.79,68007.97,28328199.47,57932.52,1938-11-01,9148
2020-01-01,Filha,Comando da Marinha,Segundo-Tenente,32000019.42,56961.45,28395902.08,46385.79,1936-07-01,5699
2020-01-01,Filha,Comando da Marinha,Suboficial,9115351.98,36443.37,8240236.68,29866.37,1930-09-01,1957
2020-01-01,Filha,Comando da Marinha,Terceiro-Sargento,8947402.97,62093.34,8485417.21,50671.95,1934-02-01,3508
2020-01-01,Filha,Comando da Marinha,Vários,230143.37,38470.00,197108.28,30153.07,1964-01-01,13
2020-01-01,Filha,Comando da Marinha,Vice-Almirante,4593562.84,27944.88,3752148.13,25436.64,1963-01-01,340
2020-01-01,Filha,Comando do Exército,Aspirante-a-Oficial,404612.96,12435.50,369845.18,12062.44,1995-09-01,64
2020-01-01,Filha,Comando do Exército,Cabo (engajado),2840645.37,4387.09,2722065.37,4151.22,1983-12-01,1837
2020-01-01,Filha,Comando do Exército,Cabo (nao engajado),307.22,307.22,298.01,298.01,2015-03-01,1
2020-01-01,Filha,Comando do Exército,Capitao,33001667.80,75360.66,28390005.92,121089.35,1960-08-01,4403
2020-01-01,Filha,Comando do Exército,Coronel,29216775.25,118515.03,24059798.03,208710.98,1989-04-01,2818
2020-01-01,Filha,Comando do Exército,General-de-Brigada,28196943.45,98889.50,23043230.02,152592.69,1968-08-01,2367
2020-01-01,Filha,Comando do Exército,General-de-Divisao,16632605.67,193480.46,13705469.70,312883.09,1960-08-01,1180
2020-01-01,Filha,Comando do Exército,General-de-Exercito,16694230.78,50157.02,13348887.71,42301.29,1962-08-01,1119
2020-01-01,Filha,Comando do Exército,Inválido,967116.95,26127.87,915994.68,23275.00,1995-01-01,279
2020-01-01,Filha,Comando do Exército,Major,44526061.62,39795.89,37067582.90,34565.10,1960-08-01,4848
2020-01-01,Filha,Comando do Exército,Marechal,46971984.55,87918.99,37870101.20,142102.97,1960-08-01,2842
2020-01-01,Filha,Comando do Exército,Primeiro-Sargento,10249411.88,10308.04,9310195.92,9466.95,1960-07-01,2668
2020-01-01,Filha,Comando do Exército,Primeiro-Tenente,70672590.41,60419.32,61795421.89,99264.72,1960-08-01,11545
2020-01-01,Filha,Comando do Exército,Segundo-Sargento,28446662.79,62751.40,27228083.40,112084.19,1960-08-01,10448
2020-01-01,Filha,Comando do Exército,Segundo-Tenente,80288252.01,302832.83,74029859.98,587199.99,1960-08-01,16428
2020-01-01,Filha,Comando do Exército,Soldado,1817317.70,4156.25,1758616.59,4189.83,1960-09-01,1612
2020-01-01,Filha,Comando do Exército,Soldado-Recruta,9230.36,1347.50,8990.04,1307.08,1998-01-01,11
2020-01-01,Filha,Comando do Exército,Subtenente,10770439.21,12561.38,9669107.41,23015.37,1960-08-01,2619
2020-01-01,Filha,Comando do Exército,Taifeiro de 1ª Classe,8699.50,3603.75,8269.00,3468.55,2000-07-01,5
2020-01-01,Filha,Comando do Exército,Taifeiro de 2ª Classe,11673.36,3403.40,11083.71,3160.91,1995-11-01,7
2020-01-01,Filha,Comando do Exército,Tenente-Coronel,31368381.61,72825.80,26051248.37,126943.64,1960-08-01,3208
2020-01-01,Filha,Comando do Exército,Terceiro-Sargento,13088345.05,76845.73,12354916.85,149503.06,1960-07-01,5720
2020-01-01,Filha,Comando do Exército,Vários,573859.05,55007.59,437741.36,37756.63,1979-03-01,21
2020-01-01,Filha,Vários,Capitao,25521.80,12760.90,23581.98,11790.99,1961-11-28,2
2020-01-01,Filha,Vários,Primeiro-Sargento,11898.11,11898.11,11069.70,11069.70,1970-07-07,1
